Orthogroup,accession,protein_id,product,record_id,locus_tag,seq_type,oriC_strand,SCOG_location,label
OG0002290,GCF_008639165.1,WP_030205174.1,preprotein translocase subunit SecG,NZ_CP029197.1,DEJ43_RS07795,chromosome,negative,78.5790487146296,OG0002290: preprotein translocase subunit SecG[60]
OG0002291,GCF_008639165.1,WP_015036680.1,FadR family transcriptional regulator,NZ_CP029197.1,DEJ43_RS27615,chromosome,negative,27.352558306950627,OG0002291: FadR family transcriptional regulator[43] | FCD domain-containing protein[15] | sporulation transcriptional regulator WhiH[2]
OG0002292,GCF_008639165.1,WP_015034540.1,CoA pyrophosphatase,NZ_CP029197.1,DEJ43_RS16645,chromosome,negative,55.46912174310103,OG0002292: A pyrophosphatase[50] | NUDIX domain-containing protein[10]
OG0002076,GCF_008642275.1,WP_005315025.1,30S ribosomal protein S18,NZ_CP029189.1,DEJ51_RS16385,chromosome,positive,48.16247619659895,OG0002076: 30S ribosomal protein S18[60]
OG0002077,GCF_008642275.1,WP_003953493.1,CarD family transcriptional regulator,NZ_CP029189.1,DEJ51_RS14905,chromosome,positive,44.18051946828066,OG0002077: arD family transcriptional regulator[60]
OG0002078,GCF_008642275.1,WP_003956441.1,50S ribosomal protein L36,NZ_CP029189.1,DEJ51_RS19960,chromosome,positive,57.7485387477607,OG0002078: 50S ribosomal protein L36[60]
OG0002079,GCF_008642275.1,WP_007265904.1,50S ribosomal protein L22,NZ_CP029189.1,DEJ51_RS19860,chromosome,positive,57.61814045397609,OG0002079: 50S ribosomal protein L22[60]
OG0002080,GCF_008642275.1,WP_150258781.1,50S ribosomal protein L29,NZ_CP029189.1,DEJ51_RS19875,chromosome,positive,57.6389762965826,OG0002080: 50S ribosomal protein L29[60]
OG0002081,GCF_008642275.1,WP_030011889.1,RNA-binding protein,NZ_CP029189.1,DEJ51_RS24145,chromosome,positive,69.44821292630373,OG0002081: RNA-binding protein[60]
OG0002082,GCF_008642275.1,WP_005313525.1,50S ribosomal protein L30,NZ_CP029189.1,DEJ51_RS19930,chromosome,positive,57.6938543430016,OG0002082: 50S ribosomal protein L30[60]
OG0002083,GCF_008642275.1,WP_030009777.1,bifunctional nuclease family protein,NZ_CP029189.1,DEJ51_RS04790,chromosome,positive,15.773262140331594,OG0002083: bifunctional nuclease family protein[60]
OG0002086,GCF_008642275.1,WP_003965982.1,50S ribosomal protein L32,NZ_CP029189.1,DEJ51_RS24025,chromosome,positive,69.08583192394478,OG0002086: 50S ribosomal protein L32[60]
OG0002089,GCF_008642275.1,WP_150255986.1,SDR family NAD(P)-dependent oxidoreductase,NZ_CP029189.1,DEJ51_RS02885,chromosome,positive,8.34907962764516,OG0002089: SDR family NAD(P)-dependent oxidoreductase[38] | SDR family oxidoreductase[22]
OG0002090,GCF_008642275.1,WP_150255988.1,hypothetical protein,NZ_CP029189.1,DEJ51_RS02890,chromosome,positive,8.359252269512528,OG0002090: hypothetical protein[59] | DUF6421 family protein[1]
OG0002097,GCF_008642275.1,WP_190620621.1,DUF3071 domain-containing protein,NZ_CP029189.1,DEJ51_RS25380,chromosome,positive,73.43560453054356,OG0002097: DUF3071 domain-containing protein[59] | septation protein SepH[1]
OG0002099,GCF_008642275.1,WP_150262135.1,insulinase family protein,NZ_CP029189.1,DEJ51_RS25190,chromosome,positive,72.72394561147969,OG0002099: insulinase family protein[59] | pitrilysin family protein[1]
OG0002100,GCF_008642275.1,WP_150259860.1,transcriptional repressor NrdR,NZ_CP029189.1,DEJ51_RS25000,chromosome,positive,72.05506858981235,OG0002100: anscriptional repressor NrdR[54] | transcriptional regulator NrdR[6]
OG0002102,GCF_008642275.1,WP_150259804.1,4-hydroxy-tetrahydrodipicolinate reductase,NZ_CP029189.1,DEJ51_RS24625,chromosome,positive,70.87057546557587,OG0002102: 4-hydroxy-tetrahydrodipicolinate reductase[60]
OG0002103,GCF_008642275.1,WP_150259790.1,tRNA pseudouridine(55) synthase TruB,NZ_CP029189.1,DEJ51_RS24545,chromosome,positive,70.54567057913185,OG0002103: RNA pseudouridine(55) synthase TruB[60]
OG0002104,GCF_008642275.1,WP_150259784.1,ribosome maturation factor RimP,NZ_CP029189.1,DEJ51_RS24515,chromosome,positive,70.46610967579609,OG0002104: ibosome maturation factor RimP[60]
OG0002105,GCF_008642275.1,WP_150259724.1,ribosome maturation factor RimM,NZ_CP029189.1,DEJ51_RS24150,chromosome,positive,69.45292487336158,OG0002105: ibosome maturation factor RimM[60]
OG0002107,GCF_008642275.1,WP_150259703.1,acylphosphatase,NZ_CP029189.1,DEJ51_RS24055,chromosome,positive,69.14077451758376,OG0002107: acylphosphatase[60]
OG0002108,GCF_008642275.1,WP_150259695.1,bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase,NZ_CP029189.1,DEJ51_RS24035,chromosome,positive,69.10057450898607,OG0002108: bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase[60]
OG0002109,GCF_008642275.1,WP_150262110.1,DUF177 domain-containing protein,NZ_CP029189.1,DEJ51_RS24020,chromosome,positive,69.07666621870897,OG0002109: DUF177 domain-containing protein[60]
OG0002110,GCF_008642275.1,WP_190621001.1,pantetheine-phosphate adenylyltransferase,NZ_CP029189.1,DEJ51_RS24010,chromosome,positive,69.05394559727931,OG0002110: pantetheine-phosphate adenylyltransferase[60]
OG0002111,GCF_008642275.1,WP_150259613.1,proline dehydrogenase family protein,NZ_CP029189.1,DEJ51_RS23730,chromosome,positive,68.33556085789452,OG0002111: proline dehydrogenase family protein[59] | proline dehydrogenase[1]
OG0002115,GCF_008642275.1,WP_150259391.1,"cob(I)yrinic acid a,c-diamide adenosyltransferase",NZ_CP029189.1,DEJ51_RS23025,chromosome,positive,66.17087947007249,"OG0002115: cob(I)yrinic acid a,c-diamide adenosyltransferase[60]"
OG0002116,GCF_008642275.1,WP_150259378.1,F0F1 ATP synthase subunit epsilon,NZ_CP029189.1,DEJ51_RS22995,chromosome,positive,66.0970761787581,OG0002116: F0F1 ATP synthase subunit epsilon[60]
OG0002118,GCF_008642275.1,WP_150259373.1,F0F1 ATP synthase subunit delta,NZ_CP029189.1,DEJ51_RS22975,chromosome,positive,66.03171566381587,OG0002118: F0F1 ATP synthase subunit delta[60]
OG0002119,GCF_008642275.1,WP_150259359.1,peptide chain release factor 1,NZ_CP029189.1,DEJ51_RS22925,chromosome,positive,65.91626650617646,OG0002119: peptide chain release factor 1[60]
OG0002120,GCF_008642275.1,WP_030008686.1,50S ribosomal protein L31,NZ_CP029189.1,DEJ51_RS22920,chromosome,positive,65.91181274799848,OG0002120: 50S ribosomal protein L31[60]
OG0002121,GCF_008642275.1,WP_150259352.1,threonine synthase,NZ_CP029189.1,DEJ51_RS22900,chromosome,positive,65.82970868419588,OG0002121: hreonine synthase[60]
OG0002122,GCF_008642275.1,WP_150259153.1,peptide deformylase,NZ_CP029189.1,DEJ51_RS22205,chromosome,positive,63.93133621652856,OG0002122: peptide deformylase[60]
OG0002125,GCF_008642275.1,WP_150259120.1,mycoredoxin,NZ_CP029189.1,DEJ51_RS22000,chromosome,positive,63.4258411180508,OG0002125: mycoredoxin[53] | NrdH-redoxin[7]
OG0002128,GCF_008642275.1,WP_030385883.1,class I SAM-dependent methyltransferase,NZ_CP029189.1,DEJ51_RS21785,chromosome,positive,62.74360282184954,OG0002128: O-methyltransferase[37] | class I SAM-dependent methyltransferase[23]
OG0002129,GCF_008642275.1,WP_150259083.1,succinyl-diaminopimelate desuccinylase,NZ_CP029189.1,DEJ51_RS21745,chromosome,positive,62.66617197677281,OG0002129: succinyl-diaminopimelate desuccinylase[60]
OG0002130,GCF_008642275.1,WP_078626251.1,WhiB family transcriptional regulator,NZ_CP029189.1,DEJ51_RS21400,chromosome,positive,61.72459586017368,OG0002130: WhiB family transcriptional regulator[60]
OG0002132,GCF_008642275.1,WP_150258887.1,cytidine deaminase,NZ_CP029189.1,DEJ51_RS20610,chromosome,positive,59.6390622734796,OG0002132: cytidine deaminase[60]
OG0002134,GCF_008642275.1,WP_150258874.1,succinate dehydrogenase hydrophobic membrane anchor subunit,NZ_CP029189.1,DEJ51_RS20520,chromosome,positive,59.36500768692843,OG0002134: succinate dehydrogenase hydrophobic membrane anchor subunit[60]
OG0002135,GCF_008642275.1,WP_150258857.1,tryptophan--tRNA ligase,NZ_CP029189.1,DEJ51_RS20425,chromosome,positive,59.1138931823548,OG0002135: yptophan--tRNA ligase[60]
OG0002136,GCF_008642275.1,WP_150258850.1,malate dehydrogenase,NZ_CP029189.1,DEJ51_RS20385,chromosome,positive,59.00212321625372,OG0002136: malate dehydrogenase[60]
OG0002139,GCF_008642275.1,WP_150261915.1,hypothetical protein,NZ_CP029189.1,DEJ51_RS14210,chromosome,positive,42.32882755009607,OG0002139: hypothetical protein[60]
OG0002144,GCF_008642275.1,WP_150258045.1,D-tyrosyl-tRNA(Tyr) deacylase,NZ_CP029189.1,DEJ51_RS15040,chromosome,positive,44.48593109429355,OG0002144: D-tyrosyl-tRNA(Tyr) deacylase[59] | D-aminoacyl-tRNA deacylase[1]
OG0002145,GCF_008642275.1,WP_150258046.1,folate-binding protein YgfZ,NZ_CP029189.1,DEJ51_RS15045,chromosome,positive,44.49166288742694,OG0002145: folate-binding protein YgfZ[56] | folate-binding protein[3] | glycine cleavage T C-terminal barrel domain-containing protein[1]
OG0002146,GCF_008642275.1,WP_150258047.1,FABP family protein,NZ_CP029189.1,DEJ51_RS15055,chromosome,positive,44.511749982281785,OG0002146: FABP family protein[60]
OG0002147,GCF_008642275.1,WP_150258064.1,phosphate ABC transporter ATP-binding protein,NZ_CP029189.1,DEJ51_RS15185,chromosome,positive,44.87537029126417,OG0002147: phosphate ABC transporter ATP-binding protein[58] | phosphate ABC transporter ATP-binding protein PstB[2]
OG0002150,GCF_008642275.1,WP_150261949.1,hypothetical protein,NZ_CP029189.1,DEJ51_RS15530,chromosome,positive,45.86575701560506,OG0002150: hypothetical protein[60]
OG0002152,GCF_008642275.1,WP_150258134.1,uracil phosphoribosyltransferase,NZ_CP029189.1,DEJ51_RS15755,chromosome,positive,46.4619667770295,OG0002152: acil phosphoribosyltransferase[60]
OG0002153,GCF_008642275.1,WP_150258135.1,hypothetical protein,NZ_CP029189.1,DEJ51_RS15770,chromosome,positive,46.49212323819977,OG0002153: hypothetical protein[59] | tRNA adenosine deaminase-associated protein[1]
OG0002154,GCF_008642275.1,WP_150258183.1,SEC-C domain-containing protein,NZ_CP029189.1,DEJ51_RS16080,chromosome,positive,47.26276540687275,OG0002154: SEC-C domain-containing protein[58] | DUF5926 family protein[1] | topoisomerase II[1]
OG0002155,GCF_008642275.1,WP_150258200.1,ABC transporter permease subunit,NZ_CP029189.1,DEJ51_RS16175,chromosome,positive,47.52148357395892,OG0002155: ABC transporter permease[38] | ABC transporter permease subunit[22]
OG0002156,GCF_008642275.1,WP_030008388.1,hypothetical protein,NZ_CP029189.1,DEJ51_RS16400,chromosome,positive,48.18167253981821,OG0002156: hypothetical protein[60]
OG0002161,GCF_008642275.1,WP_150258401.1,M18 family aminopeptidase,NZ_CP029189.1,DEJ51_RS17315,chromosome,positive,50.91511821113318,OG0002161: M18 family aminopeptidase[60]
OG0002162,GCF_008642275.1,WP_033215170.1,SseB family protein,NZ_CP029189.1,DEJ51_RS17355,chromosome,positive,51.00028181316239,OG0002162: SseB family protein[60]
OG0002163,GCF_008642275.1,WP_150258481.1,molecular chaperone DnaJ,NZ_CP029189.1,DEJ51_RS17800,chromosome,positive,52.09906913872192,OG0002163: molecular chaperone DnaJ[60]
OG0002164,GCF_008642275.1,WP_150258482.1,MerR family transcriptional regulator,NZ_CP029189.1,DEJ51_RS17805,chromosome,positive,52.11435392041096,OG0002164: helix-turn-helix domain-containing protein[39] | MerR family transcriptional regulator[16] | helix-turn-helix transcriptional regulator[5]
OG0002166,GCF_008642275.1,WP_150258518.1,DUF5063 domain-containing protein,NZ_CP029189.1,DEJ51_RS18055,chromosome,positive,52.73540145208008,OG0002166: DUF5063 domain-containing protein[60]
OG0002167,GCF_008642275.1,WP_007264966.1,DUF4177 domain-containing protein,NZ_CP029189.1,DEJ51_RS18165,chromosome,positive,53.01113426635049,OG0002167: DUF4177 domain-containing protein[57] | hypothetical protein[3]
OG0002168,GCF_008642275.1,WP_150258539.1,MarP family serine protease,NZ_CP029189.1,DEJ51_RS18210,chromosome,positive,53.09707243501934,OG0002168: MarP family serine protease[60]
OG0002169,GCF_008642275.1,WP_150258541.1,phage holin family protein,NZ_CP029189.1,DEJ51_RS18220,chromosome,positive,53.13014643053228,OG0002169: phage holin family protein[60]
OG0002170,GCF_008642275.1,WP_150258555.1,ATP-binding protein,NZ_CP029189.1,DEJ51_RS18305,chromosome,positive,53.39284070636863,OG0002170: ATP-binding protein[60]
OG0002171,GCF_008642275.1,WP_030228417.1,hypoxanthine phosphoribosyltransferase,NZ_CP029189.1,DEJ51_RS18485,chromosome,positive,53.99500172147436,OG0002171: hypoxanthine phosphoribosyltransferase[60]
OG0002172,GCF_008642275.1,WP_150258589.1,DUF3180 family protein,NZ_CP029189.1,DEJ51_RS18505,chromosome,positive,54.04577456470323,OG0002172: DUF3180 domain-containing protein[51] | DUF3180 family protein[9]
OG0002173,GCF_008642275.1,WP_150258590.1,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,NZ_CP029189.1,DEJ51_RS18510,chromosome,positive,54.05273275501606,OG0002173: 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase[60]
OG0002174,GCF_008642275.1,WP_030010912.1,dihydroneopterin aldolase,NZ_CP029189.1,DEJ51_RS18515,chromosome,positive,54.0605429686325,OG0002174: dihydroneopterin aldolase[60]
OG0002176,GCF_008642275.1,WP_150258634.1,Ppx/GppA family phosphatase,NZ_CP029189.1,DEJ51_RS18770,chromosome,positive,54.70872615157727,OG0002176: Ppx/GppA family phosphatase[59] | Ppx/GppA phosphatase family protein[1]
OG0002180,GCF_008642275.1,WP_150258725.1,NADH-quinone oxidoreductase subunit NuoI,NZ_CP029189.1,DEJ51_RS19390,chromosome,positive,56.35297621422035,OG0002180: NADH-quinone oxidoreductase subunit NuoI[60]
OG0002181,GCF_008642275.1,WP_150258727.1,NADH-quinone oxidoreductase subunit M,NZ_CP029189.1,DEJ51_RS19410,chromosome,positive,56.39978585814303,OG0002181: NADH-quinone oxidoreductase subunit M[60]
OG0002184,GCF_008642275.1,WP_150258752.1,YajQ family cyclic di-GMP-binding protein,NZ_CP029189.1,DEJ51_RS19605,chromosome,positive,56.97798694519567,OG0002184: YajQ family cyclic di-GMP-binding protein[60]
OG0002185,GCF_008642275.1,WP_030008445.1,50S ribosomal protein L11,NZ_CP029189.1,DEJ51_RS19710,chromosome,positive,57.180458664799446,OG0002185: 50S ribosomal protein L11[60]
OG0002186,GCF_008642275.1,WP_030653597.1,50S ribosomal protein L10,NZ_CP029189.1,DEJ51_RS19725,chromosome,positive,57.21426849862005,OG0002186: 50S ribosomal protein L10[60]
OG0002188,GCF_008642275.1,WP_007265899.1,50S ribosomal protein L3,NZ_CP029189.1,DEJ51_RS19835,chromosome,positive,57.581529270808765,OG0002188: 50S ribosomal protein L3[60]
OG0002189,GCF_008642275.1,WP_030388861.1,50S ribosomal protein L4,NZ_CP029189.1,DEJ51_RS19840,chromosome,positive,57.58990749996095,OG0002189: 50S ribosomal protein L4[60]
OG0002190,GCF_008642275.1,WP_007265901.1,50S ribosomal protein L23,NZ_CP029189.1,DEJ51_RS19845,chromosome,positive,57.598298638557125,OG0002190: 50S ribosomal protein L23[60]
OG0002191,GCF_008642275.1,WP_008739713.1,30S ribosomal protein S19,NZ_CP029189.1,DEJ51_RS19855,chromosome,positive,57.613944884678,OG0002191: 30S ribosomal protein S19[60]
OG0002192,GCF_008642275.1,WP_008739710.1,30S ribosomal protein S3,NZ_CP029189.1,DEJ51_RS19865,chromosome,positive,57.62262003104205,OG0002192: 30S ribosomal protein S3[60]
OG0002193,GCF_008642275.1,WP_150258780.1,50S ribosomal protein L16,NZ_CP029189.1,DEJ51_RS19870,chromosome,positive,57.633567239549066,OG0002193: 50S ribosomal protein L16[60]
OG0002194,GCF_008642275.1,WP_030008467.1,30S ribosomal protein S17,NZ_CP029189.1,DEJ51_RS19880,chromosome,positive,57.641868012037285,OG0002194: 30S ribosomal protein S17[60]
OG0002195,GCF_008642275.1,WP_150258782.1,50S ribosomal protein L24,NZ_CP029189.1,DEJ51_RS19890,chromosome,positive,57.65166628002882,OG0002195: 50S ribosomal protein L24[60]
OG0002196,GCF_008642275.1,WP_030008469.1,50S ribosomal protein L5,NZ_CP029189.1,DEJ51_RS19895,chromosome,positive,57.65568111711099,OG0002196: 50S ribosomal protein L5[60]
OG0002197,GCF_008642275.1,WP_007265911.1,30S ribosomal protein S8,NZ_CP029189.1,DEJ51_RS19910,chromosome,positive,57.66813873056532,OG0002197: 30S ribosomal protein S8[60]
OG0002198,GCF_008642275.1,WP_150258783.1,50S ribosomal protein L6,NZ_CP029189.1,DEJ51_RS19915,chromosome,positive,57.67354778759885,OG0002198: 50S ribosomal protein L6[60]
OG0002199,GCF_008642275.1,WP_030008471.1,50S ribosomal protein L18,NZ_CP029189.1,DEJ51_RS19920,chromosome,positive,57.68054470624367,OG0002199: 50S ribosomal protein L18[60]
OG0002200,GCF_008642275.1,WP_030008473.1,50S ribosomal protein L15,NZ_CP029189.1,DEJ51_RS19935,chromosome,positive,57.696242590140514,OG0002200: 50S ribosomal protein L15[60]
OG0002201,GCF_008642275.1,WP_007265919.1,30S ribosomal protein S13,NZ_CP029189.1,DEJ51_RS19965,chromosome,positive,57.75260522261885,OG0002201: 30S ribosomal protein S13[60]
OG0002202,GCF_008642275.1,WP_030154710.1,50S ribosomal protein L17,NZ_CP029189.1,DEJ51_RS19980,chromosome,positive,57.78041216498218,OG0002202: 50S ribosomal protein L17[60]
OG0002203,GCF_008642275.1,WP_150258807.1,chaperonin GroEL,NZ_CP029189.1,DEJ51_RS20125,chromosome,positive,58.15078411317348,OG0002203: chaperonin GroEL[60]
OG0002205,GCF_008642275.1,WP_150258812.1,IMP dehydrogenase,NZ_CP029189.1,DEJ51_RS20165,chromosome,positive,58.25127122522371,OG0002205: IMP dehydrogenase[60]
OG0002206,GCF_008642275.1,WP_150257697.1,5-(carboxyamino)imidazole ribonucleotide mutase,NZ_CP029189.1,DEJ51_RS12750,chromosome,positive,38.2113345692835,OG0002206: 5-(carboxyamino)imidazole ribonucleotide mutase[60]
OG0002210,GCF_008642275.1,WP_150257643.1,FtsX-like permease family protein,NZ_CP029189.1,DEJ51_RS12385,chromosome,positive,37.004817933593046,OG0002210: ABC transporter permease[36] | permease-like cell division protein FtsX[22] | FtsX-like permease family protein[2]
OG0002211,GCF_008642275.1,WP_053631578.1,SsrA-binding protein SmpB,NZ_CP029189.1,DEJ51_RS12375,chromosome,positive,36.982071493275406,OG0002211: SsrA-binding protein SmpB[60]
OG0002213,GCF_008642275.1,WP_150257613.1,nicotinate phosphoribosyltransferase,NZ_CP029189.1,DEJ51_RS12145,chromosome,positive,36.31045766948132,OG0002213: icotinate phosphoribosyltransferase[60]
OG0002214,GCF_008642275.1,WP_150257610.1,Mov34/MPN/PAD-1 family protein,NZ_CP029189.1,DEJ51_RS12125,chromosome,positive,36.2670173904411,OG0002214: M67 family metallopeptidase[53] | Mov34/MPN/PAD-1 family protein[7]
OG0002215,GCF_008642275.1,WP_150257607.1,MBL fold metallo-hydrolase,NZ_CP029189.1,DEJ51_RS12100,chromosome,positive,36.22312528086109,OG0002215: MBL fold metallo-hydrolase[60]
OG0002216,GCF_008642275.1,WP_150257604.1,ribonuclease PH,NZ_CP029189.1,DEJ51_RS12080,chromosome,positive,36.16869906498188,OG0002216: ibonuclease PH[60]
OG0002217,GCF_008642275.1,WP_150257597.1,co-chaperone GroES,NZ_CP029189.1,DEJ51_RS12040,chromosome,positive,36.11845550895677,OG0002217: co-chaperone GroES[60]
OG0002221,GCF_008642275.1,WP_150257404.1,nicotinate-nucleotide adenylyltransferase,NZ_CP029189.1,DEJ51_RS10810,chromosome,positive,32.48482139848781,OG0002221: icotinate-nucleotide adenylyltransferase[60]
OG0002222,GCF_008642275.1,WP_150257384.1,PhoH family protein,NZ_CP029189.1,DEJ51_RS10665,chromosome,positive,32.081853104211355,OG0002222: PhoH family protein[60]
OG0002223,GCF_008642275.1,WP_150257383.1,rRNA maturation RNase YbeY,NZ_CP029189.1,DEJ51_RS10660,chromosome,positive,32.075256378330366,OG0002223: RNA maturation RNase YbeY[60]
OG0002225,GCF_008642275.1,WP_150257361.1,tRNA dihydrouridine synthase DusB,NZ_CP029189.1,DEJ51_RS10510,chromosome,positive,31.68364839476873,OG0002225: RNA dihydrouridine synthase DusB[60]
OG0002226,GCF_008642275.1,WP_150257337.1,YtxH domain-containing protein,NZ_CP029189.1,DEJ51_RS10375,chromosome,positive,31.24776101830727,OG0002226: hypothetical protein[34] | YtxH domain-containing protein[26]
OG0002227,GCF_008642275.1,WP_033225979.1,DUF3145 domain-containing protein,NZ_CP029189.1,DEJ51_RS10220,chromosome,positive,30.913458056635537,OG0002227: DUF3145 domain-containing protein[56] | DUF3145 family protein[4]
OG0002229,GCF_008642275.1,WP_150257231.1,bifunctional DNA primase/polymerase,NZ_CP029189.1,DEJ51_RS09670,chromosome,positive,29.48083250938807,OG0002229: bifunctional DNA primase/polymerase[60]
OG0002231,GCF_008642275.1,WP_150257134.1,DUF3043 domain-containing protein,NZ_CP029189.1,DEJ51_RS09065,chromosome,positive,27.61157083792748,OG0002231: DUF3043 domain-containing protein[60]
OG0002232,GCF_008642275.1,WP_150257065.1,YggT family protein,NZ_CP029189.1,DEJ51_RS08605,chromosome,positive,26.32853992768388,OG0002232: YggT family protein[60]
OG0002236,GCF_008642275.1,WP_150257051.1,ABC transporter permease,NZ_CP029189.1,DEJ51_RS08520,chromosome,positive,26.013562403671344,OG0002236: ABC transporter permease[60]
OG0002238,GCF_008642275.1,WP_150257046.1,imidazoleglycerol-phosphate dehydratase HisB,NZ_CP029189.1,DEJ51_RS08485,chromosome,positive,25.924151594568063,OG0002238: imidazoleglycerol-phosphate dehydratase HisB[60]
OG0002239,GCF_008642275.1,WP_150257044.1,bifunctional 1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase/phosphoribosylanthranilate isomerase PriA,NZ_CP029189.1,DEJ51_RS08475,chromosome,positive,25.90416777526517,OG0002239: bifunctional 1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase/phosphoribosylanthranilate isomerase PriA[60]
OG0002240,GCF_008642275.1,WP_150256953.1,PAC2 family protein,NZ_CP029189.1,DEJ51_RS07920,chromosome,positive,24.389063790339268,OG0002240: PAC2 family protein[60]
OG0002242,GCF_008642275.1,WP_030009139.1,metal-sulfur cluster assembly factor,NZ_CP029189.1,DEJ51_RS07600,chromosome,positive,23.47857361487798,OG0002242: metal-sulfur cluster assembly factor[59] | DUF59 domain-containing protein[1]
OG0002243,GCF_008642275.1,WP_030762652.1,enoyl-CoA hydratase/isomerase family protein,NZ_CP029189.1,DEJ51_RS07395,chromosome,positive,22.8620443886068,OG0002243: yl-CoA hydratase/isomerase family protein[60]
OG0002246,GCF_008642275.1,WP_150256809.1,SMC-Scp complex subunit ScpB,NZ_CP029189.1,DEJ51_RS06995,chromosome,positive,21.74692661639471,OG0002246: SMC-Scp complex subunit ScpB[60]
OG0002247,GCF_008642275.1,WP_052875748.1,cell division protein SepF,NZ_CP029189.1,DEJ51_RS06860,chromosome,positive,21.41631575570529,OG0002247: cell division protein SepF[60]
OG0002250,GCF_008642275.1,WP_030016348.1,ubiquitin-like protein Pup,NZ_CP029189.1,DEJ51_RS06330,chromosome,positive,19.847573030983828,OG0002250: biquitin-like protein Pup[60]
OG0002251,GCF_008642275.1,WP_030016332.1,Pup--protein ligase,NZ_CP029189.1,DEJ51_RS06300,chromosome,positive,19.76765066321623,OG0002251: Pup--protein ligase[60]
OG0002252,GCF_008642275.1,WP_033226510.1,WYL domain-containing protein,NZ_CP029189.1,DEJ51_RS06285,chromosome,positive,19.733763372731666,OG0002252: WYL domain-containing protein[60]
OG0002253,GCF_008642275.1,WP_030723460.1,hypothetical protein,NZ_CP029189.1,DEJ51_RS06130,chromosome,positive,19.334267718889627,OG0002253: hypothetical protein[38] | DUF1844 domain-containing protein[22]
OG0002255,GCF_008642275.1,WP_150256629.1,RNA methyltransferase,NZ_CP029189.1,DEJ51_RS05905,chromosome,positive,18.71395602552817,OG0002255: RNA methyltransferase[58] | rRNA methyltransferase[2]
OG0002257,GCF_008642275.1,WP_150256600.1,protein translocase subunit SecF,NZ_CP029189.1,DEJ51_RS05690,chromosome,positive,18.23863029766467,OG0002257: protein translocase subunit SecF[60]
OG0002259,GCF_008642275.1,WP_007262951.1,"6,7-dimethyl-8-ribityllumazine synthase",NZ_CP029189.1,DEJ51_RS05105,chromosome,positive,16.704717252839334,"OG0002259: 6,7-dimethyl-8-ribityllumazine synthase[60]"
OG0002260,GCF_008642275.1,WP_030774590.1,phosphoribosyl-ATP diphosphatase,NZ_CP029189.1,DEJ51_RS05100,chromosome,positive,16.7006249590932,OG0002260: phosphoribosyl-ATP diphosphatase[60]
OG0002261,GCF_008642275.1,WP_150256496.1,hypothetical protein,NZ_CP029189.1,DEJ51_RS05025,chromosome,positive,16.493570386871507,OG0002261: hypothetical protein[60]
OG0002263,GCF_008642275.1,WP_150261691.1,uracil-DNA glycosylase,NZ_CP029189.1,DEJ51_RS04505,chromosome,positive,13.138651172235608,OG0002263: acil-DNA glycosylase[60]
OG0002268,GCF_008642275.1,WP_150261737.1,DNA repair protein RecN,NZ_CP029189.1,DEJ51_RS07055,chromosome,positive,21.971757492996304,OG0002268: DNA repair protein RecN[60]
OG0002270,GCF_008642275.1,WP_150256684.1,DEAD/DEAH box helicase,NZ_CP029189.1,DEJ51_RS06250,chromosome,positive,19.64464948084025,OG0002270: DEAD/DEAH box helicase[60]
OG0002272,GCF_008642275.1,WP_030011705.1,Lrp/AsnC family transcriptional regulator,NZ_CP029189.1,DEJ51_RS05020,chromosome,positive,16.48507597272338,OG0002272: Lrp/AsnC family transcriptional regulator[58] | AsnC family transcriptional regulator[2]
OG0002274,GCF_008642275.1,WP_150256952.1,dephospho-CoA kinase,NZ_CP029189.1,DEJ51_RS07915,chromosome,positive,24.38071138007508,"OG0002274: dephospho-CoA kinase[55] | dephospho-CoA kinase, long form[5]"
OG0002277,GCF_008642275.1,WP_150258237.1,DUF2029 domain-containing protein,NZ_CP029189.1,DEJ51_RS16415,chromosome,positive,48.21641185360639,OG0002277: DUF2029 domain-containing protein[59] | glycosyltransferase 87 family protein[1]
OG0002278,GCF_008642275.1,WP_079405829.1,DNA-directed RNA polymerase subunit beta,NZ_CP029189.1,DEJ51_RS19740,chromosome,positive,57.23498815623061,OG0002278: DNA-directed RNA polymerase subunit beta[60]
OG0002279,GCF_008642275.1,WP_190620481.1,glutaredoxin family protein,NZ_CP029189.1,DEJ51_RS18900,chromosome,positive,55.07396014105891,OG0002279: glutaredoxin family protein[60]
OG0002280,GCF_008642275.1,WP_030008688.1,peptide chain release factor N(5)-glutamine methyltransferase,NZ_CP029189.1,DEJ51_RS22930,chromosome,positive,65.93084126844582,OG0002280: peptide chain release factor N(5)-glutamine methyltransferase[60]
OG0002281,GCF_008642275.1,WP_150259167.1,histidine kinase N-terminal domain-containing protein,NZ_CP029189.1,DEJ51_RS22295,chromosome,positive,64.17169715425507,OG0002281: PAS domain-containing sensor histidine kinase[50] | histidine kinase N-terminal domain-containing protein[9] | PAS domain-containing protein[1]
