ST,accession,organism,16S_copies,strain,assembly_status,status_tax,Type_Strain,pyani_group_ID,pyani_label,degree,pyani_genus_ID,pyani_species_ID
320,GCF_001513955.1,Streptomyces pseudovenezuelae,1,DSM 40212,Scaffold,correct name,Yes,183,GCF_001513955.1 | Streptomyces pseudovenezuelae DSM 40212 - ST 320,0,31,46
321,GCF_000722185.1,Streptomyces sp.,1,NRRL S-15,Scaffold,not validly described,No,42,GCF_000722185.1 | Streptomyces sp. NRRL S-15 - ST 321,2,72,105
322,GCF_000725555.1,Streptomyces erythrochromogenes,1,NRRL B-2112,Scaffold,no record in LPSN entry,No,53,GCF_000725555.1 | Streptomyces erythrochromogenes NRRL B-2112 - ST 322,1,84,118
323,GCF_001279065.1,Streptomyces rimosus,1,NRRL WC-3869,Contig,correct name,No,8,GCF_001279065.1 | Streptomyces rimosus NRRL WC-3869 - ST 323,1,105,142
323,GCF_000725565.1,Streptomyces peucetius,1,NRRL WC-3868,Scaffold,correct name,No,8,GCF_000725565.1 | Streptomyces peucetius NRRL WC-3868 - ST 323,1,105,142
324,GCF_000725635.1,Streptomyces sp.,1,NRRL B-3253,Scaffold,not validly described,No,3,GCF_000725635.1 | Streptomyces sp. NRRL B-3253 - ST 324,1,57,79
325,GCF_000725725.1,Streptomyces xanthophaeus,1,NRRL B-3004,Scaffold,correct name,No,9,GCF_000725725.1 | Streptomyces xanthophaeus NRRL B-3004 - ST 325,2,117,159
326,GCF_004328625.1,Streptomyces seoulensis,4,KCTC 9819,Complete Genome,correct name,No,50,GCF_004328625.1 | Streptomyces seoulensis KCTC 9819 - ST 326,1,81,115
326,GCF_000725795.1,Streptomyces seoulensis,1,NRRL B-24310,Scaffold,correct name,No,50,GCF_000725795.1 | Streptomyces seoulensis NRRL B-24310 - ST 326,1,81,115
327,GCF_001550245.1,Streptomyces scabiei,5,84-34,Contig,correct name,No,11,GCF_001550245.1 | Streptomyces scabiei 84-34 - ST 327,5,9,18
327,GCF_001005405.1,Streptomyces scabiei,1,NRRL B-16523,Contig,correct name,No,11,GCF_001005405.1 | Streptomyces scabiei NRRL B-16523 - ST 327,5,9,18
327,GCF_000738715.1,Streptomyces scabiei,1,NCPPB 4066,Scaffold,correct name,No,11,GCF_000738715.1 | Streptomyces scabiei NCPPB 4066 - ST 327,5,9,18
328,GCF_000739045.1,Streptomyces luteus,6,TRM 45540,Scaffold,synonym,Yes,184,GCF_000739045.1 | Streptomyces luteus TRM 45540 - ST 328,0,160,206
329,GCF_000743295.1,Streptomyces sp.,1,JS01,Contig,not validly described,No,2,GCF_000743295.1 | Streptomyces sp. JS01 - ST 329,5,37,52
330,GCF_000797385.1,Streptomyces sp.,1,CNQ431,Contig,not validly described,No,3,GCF_000797385.1 | Streptomyces sp. CNQ431 - ST 330,1,57,79
331,GCF_000800535.1,Streptomyces sp.,1,M10,Scaffold,not validly described,No,3,GCF_000800535.1 | Streptomyces sp. M10 - ST 331,2,57,79
332,GCF_000805335.1,Streptomyces sp.,5,CT34,Scaffold,not validly described,No,185,GCF_000805335.1 | Streptomyces sp. CT34 - ST 332,0,161,207
333,GCF_000816025.1,Streptomyces sp.,6,769,Complete Genome,not validly described,No,32,GCF_000816025.1 | Streptomyces sp. 769 - ST 333,1,60,83
334,GCF_000816485.1,Streptomyces sp.,1,MUSC 125,Contig,not validly described,No,71,GCF_000816485.1 | Streptomyces sp. MUSC 125 - ST 334,1,162,208
335,GCF_000829695.1,Streptomyces sp.,1,NBRC 110035,Scaffold,not validly described,No,79,GCF_000829695.1 | Streptomyces sp. NBRC 110035 - ST 335,1,104,141
336,GCF_000829715.2,Streptomyces lydicamycinicus,1,NBRC 110027,Scaffold,correct name,Yes,186,GCF_000829715.2 | Streptomyces lydicamycinicus NBRC 110027 - ST 336,0,163,209
337,GCF_000931445.1,Streptomyces cyaneogriseus,5,NMWT 1,Complete Genome,no record in LPSN entry,No,187,GCF_000931445.1 | Streptomyces cyaneogriseus NMWT 1 - ST 337,0,164,210
338,GCF_003147545.1,Streptomyces globisporus,6,TFH56,Complete Genome,correct name,No,2,GCF_003147545.1 | Streptomyces globisporus TFH56 - ST 338,1,37,52
339,GCF_000935185.3,Streptomyces albulus,7,CK-15,Complete Genome,correct name,No,32,GCF_000935185.3 | Streptomyces albulus CK-15 - ST 339,1,60,82
340,GCF_000956015.1,Streptomyces sp.,1,NRRL F-4428,Contig,not validly described,No,47,GCF_000956015.1 | Streptomyces sp. NRRL F-4428 - ST 340,1,76,109
341,GCF_000968685.2,Streptomyces antioxidans,1,MUSC 164,Contig,no record in LPSN entry,No,188,GCF_000968685.2 | Streptomyces antioxidans MUSC 164 - ST 341,0,165,211
342,GCF_000972435.1,Streptomyces sp.,1,MBT28,Scaffold,not validly described,No,4,GCF_000972435.1 | Streptomyces sp. MBT28 - ST 342,7,68,96
343,GCF_000980885.2,Streptomyces malaysiense,1,MUSC 136,Contig,no record in LPSN entry,No,6,GCF_000980885.2 | Streptomyces malaysiense MUSC 136 - ST 343,1,90,126
344,GCF_014873495.1,Streptomyces stelliscabiei,6,DSM 41803,Contig,correct name,Yes,80,GCF_014873495.1 | Streptomyces stelliscabiei DSM 41803 - ST 344,1,107,146
344,GCF_001008135.1,Streptomyces stelliscabiei,1,NRRL B-24447,Scaffold,correct name,No,80,GCF_001008135.1 | Streptomyces stelliscabiei NRRL B-24447 - ST 344,1,107,146
344,GCF_001189035.1,Streptomyces stelliscabiei,1,P3825,Scaffold,correct name,No,80,GCF_001189035.1 | Streptomyces stelliscabiei P3825 - ST 344,1,107,146
345,GCF_001014595.1,Streptomyces sp.,1,KE1,Contig,not validly described,No,3,GCF_001014595.1 | Streptomyces sp. KE1 - ST 345,1,57,79
346,GCF_001040905.1,Streptomyces sp.,1,PBH53,Chromosome,not validly described,No,45,GCF_001040905.1 | Streptomyces sp. PBH53 - ST 346,1,75,108
347,GCF_001047315.1,Streptomyces leeuwenhoekii,1,C58,Contig,correct name,No,48,GCF_001047315.1 | Streptomyces leeuwenhoekii C58 - ST 347,1,77,110
348,GCF_001187435.1,Streptomyces caatingaensis,6,CMAA 1322,Contig,no record in LPSN entry,No,189,GCF_001187435.1 | Streptomyces caatingaensis CMAA 1322 - ST 348,0,166,212
349,GCF_001189025.1,Streptomyces europaeiscabiei,1,NCPPB 4064,Scaffold,correct name,No,1,GCF_001189025.1 | Streptomyces europaeiscabiei NCPPB 4064 - ST 349,4,1,2
350,GCF_001267885.1,Streptomyces ambofaciens,5,ATCC 23877,Complete Genome,correct name,Yes,81,GCF_001267885.1 | Streptomyces ambofaciens ATCC 23877 - ST 350,1,108,147
351,GCF_001270565.1,Streptomyces virginiae,1,NRRL B-1447,Contig,correct name,No,9,GCF_001270565.1 | Streptomyces virginiae NRRL B-1447 - ST 351,1,117,156
352,GCF_001279345.1,Streptomyces rimosus,1,NRRL WC-3896,Contig,correct name,No,8,GCF_001279345.1 | Streptomyces rimosus NRRL WC-3896 - ST 352,2,105,142
353,GCF_001279365.1,Streptomyces sp.,1,NRRL F-5755,Contig,not validly described,No,8,GCF_001279365.1 | Streptomyces sp. NRRL F-5755 - ST 353,1,105,142
354,GCF_001279425.1,Streptomyces sp.,1,NRRL F-2295,Contig,not validly described,No,7,GCF_001279425.1 | Streptomyces sp. NRRL F-2295 - ST 354,1,96,133
355,GCF_001279445.1,Streptomyces sp.,1,WM6349,Contig,not validly described,No,10,GCF_001279445.1 | Streptomyces sp. WM6349 - ST 355,2,4,12
355,GCF_001279485.1,Streptomyces sp.,1,XY511,Contig,not validly described,No,10,GCF_001279485.1 | Streptomyces sp. XY511 - ST 355,2,4,12
355,GCF_001279845.1,Streptomyces sp.,1,XY533,Contig,not validly described,No,10,GCF_001279845.1 | Streptomyces sp. XY533 - ST 355,2,4,12
355,GCF_001279885.1,Streptomyces sp.,1,XY593,Contig,not validly described,No,10,GCF_001279885.1 | Streptomyces sp. XY593 - ST 355,2,4,12
355,GCF_001279925.1,Streptomyces sp.,1,H036,Contig,not validly described,No,10,GCF_001279925.1 | Streptomyces sp. H036 - ST 355,2,4,12
355,GCF_014217585.1,Streptomyces sp.,7,INR7,Complete Genome,not validly described,No,10,GCF_014217585.1 | Streptomyces sp. INR7 - ST 355,2,4,12
356,GCF_001279455.1,Streptomyces sp.,1,XY152,Contig,not validly described,No,77,GCF_001279455.1 | Streptomyces sp. XY152 - ST 356,1,102,139
357,GCF_001279495.1,Streptomyces sp.,1,H021,Contig,not validly described,No,10,GCF_001279495.1 | Streptomyces sp. H021 - ST 357,1,4,12
358,GCF_001279625.1,Streptomyces sp.,1,WM6368,Contig,not validly described,No,9,GCF_001279625.1 | Streptomyces sp. WM6368 - ST 358,1,117,156
359,GCF_001279685.1,Streptomyces sp.,1,WM6373,Contig,not validly described,No,10,GCF_001279685.1 | Streptomyces sp. WM6373 - ST 359,2,4,12
360,GCF_001279735.1,Streptomyces sp.,1,MMG1522,Contig,not validly described,No,7,GCF_001279735.1 | Streptomyces sp. MMG1522 - ST 360,1,96,133
361,GCF_001279765.1,Streptomyces sp.,1,XY413,Contig,not validly described,No,10,GCF_001279765.1 | Streptomyces sp. XY413 - ST 361,3,4,12
362,GCF_001279815.1,Streptomyces sp.,1,XY37,Contig,not validly described,No,10,GCF_001279815.1 | Streptomyces sp. XY37 - ST 362,2,4,12
362,GCF_001279855.1,Streptomyces sp.,1,XY58,Contig,not validly described,No,10,GCF_001279855.1 | Streptomyces sp. XY58 - ST 362,2,4,12
362,GCF_001279965.1,Streptomyces sp.,1,MMG1064,Contig,not validly described,No,10,GCF_001279965.1 | Streptomyces sp. MMG1064 - ST 362,2,4,12
363,GCF_001279905.1,Streptomyces sp.,1,XY66,Contig,not validly described,No,10,GCF_001279905.1 | Streptomyces sp. XY66 - ST 363,2,4,12
364,GCF_001279935.1,Streptomyces sp.,1,IGB124,Contig,not validly described,No,10,GCF_001279935.1 | Streptomyces sp. IGB124 - ST 364,1,4,12
365,GCF_001282115.1,Streptomyces sp.,1,NRRL B-24085,Contig,not validly described,No,190,GCF_001282115.1 | Streptomyces sp. NRRL B-24085 - ST 365,0,33,48
365,GCF_002156095.1,Streptomyces sp.,1,NRRL B-24085,Scaffold,not validly described,No,190,GCF_002156095.1 | Streptomyces sp. NRRL B-24085 - ST 365,0,33,48
366,GCF_001294345.1,Streptomyces sp.,1,NRRL S-4,Contig,not validly described,No,42,GCF_001294345.1 | Streptomyces sp. NRRL S-4 - ST 366,1,72,105
367,GCF_001417695.1,Streptomyces sp.,1,JHA19,Contig,not validly described,No,35,GCF_001417695.1 | Streptomyces sp. JHA19 - ST 367,1,63,88
368,GCF_001418135.1,Streptomyces aureus,1,NRRL B-2808,Scaffold,correct name,No,20,GCF_001418135.1 | Streptomyces aureus NRRL B-2808 - ST 368,1,41,62
369,GCF_001418175.1,Streptomyces hirsutus,1,NRRL B-3040,Scaffold,correct name,Yes,82,GCF_001418175.1 | Streptomyces hirsutus NRRL B-3040 - ST 369,1,109,148
370,GCF_001418395.1,Streptomyces prasinopilosus,1,NRRL B-24621,Scaffold,correct name,No,83,GCF_001418395.1 | Streptomyces prasinopilosus NRRL B-24621 - ST 370,1,110,149
371,GCF_001418415.1,Streptomyces hirsutus,1,NRRL B-2713,Scaffold,correct name,Yes,82,GCF_001418415.1 | Streptomyces hirsutus NRRL B-2713 - ST 371,1,109,148
372,GCF_001418625.1,Streptomyces luridiscabiei,1,NRRL B-24455,Scaffold,synonym,No,1,GCF_001418625.1 | Streptomyces luridiscabiei NRRL B-24455 - ST 372,4,1,5
373,GCF_001419695.1,Streptomyces prasinopilosus,1,NRRL B-2711,Scaffold,correct name,Yes,83,GCF_001419695.1 | Streptomyces prasinopilosus NRRL B-2711 - ST 373,1,110,149
374,GCF_001419705.1,Streptomyces prasinus,1,NRRL B-2712,Scaffold,correct name,Yes,191,GCF_001419705.1 | Streptomyces prasinus NRRL B-2712 - ST 374,0,167,213
375,GCF_001425805.1,Streptomyces sp.,1,Root369,Scaffold,not validly described,No,24,GCF_001425805.1 | Streptomyces sp. Root369 - ST 375,3,48,70
376,GCF_001426325.1,Streptomyces sp.,1,Root1295,Scaffold,not validly described,No,1,GCF_001426325.1 | Streptomyces sp. Root1295 - ST 376,1,1,2
376,GCF_001427565.1,Streptomyces sp.,1,Root63,Scaffold,not validly described,No,1,GCF_001427565.1 | Streptomyces sp. Root63 - ST 376,1,1,2
377,GCF_001431765.1,Streptomyces sp.,5,FR-008,Complete Genome,not validly described,No,3,GCF_001431765.1 | Streptomyces sp. FR-008 - ST 377,1,57,79
377,GCF_009846825.1,Streptomyces sp.,1,FR-008,Scaffold,not validly described,No,3,GCF_009846825.1 | Streptomyces sp. FR-008 - ST 377,1,57,79
378,GCF_001434355.1,Streptomyces anulatus,6,ATCC 11523,Chromosome,correct name,Yes,1,GCF_001434355.1 | Streptomyces anulatus ATCC 11523 - ST 378,1,1,2
379,GCF_001445655.1,Streptomyces roseifaciens,3,MBT76,Scaffold,correct name,Yes,27,GCF_001445655.1 | Streptomyces roseifaciens MBT76 - ST 379,1,54,76
380,GCF_001469455.2,Streptomyces sp.,1,AVP053U2,Scaffold,not validly described,No,79,GCF_001469455.2 | Streptomyces sp. AVP053U2 - ST 380,1,104,141
381,GCF_001485125.1,Streptomyces scabiei,1,S58,Scaffold,correct name,No,11,GCF_001485125.1 | Streptomyces scabiei S58 - ST 381,1,9,18
382,GCF_001509565.1,Streptomyces albidoflavus,1,NRRL WC-3066,Contig,correct name,No,3,GCF_001509565.1 | Streptomyces albidoflavus NRRL WC-3066 - ST 382,1,57,79
383,GCF_001509775.1,Streptomyces violaceusniger,1,NRRL F-8817,Contig,correct name,No,5,GCF_001509775.1 | Streptomyces violaceusniger NRRL F-8817 - ST 383,1,79,113
384,GCF_001509795.1,Streptomyces sp.,1,NRRL WC-3605,Contig,not validly described,No,192,GCF_001509795.1 | Streptomyces sp. NRRL WC-3605 - ST 384,0,34,49
384,GCF_001509785.1,Streptomyces sp.,1,NRRL WC-3604,Contig,not validly described,No,192,GCF_001509785.1 | Streptomyces sp. NRRL WC-3604 - ST 384,0,34,49
385,GCF_001513975.1,Streptomyces curacoi,1,DSM 40107,Scaffold,correct name,Yes,51,GCF_001513975.1 | Streptomyces curacoi DSM 40107 - ST 385,1,82,116
386,GCF_001513985.1,Streptomyces griseorubiginosus,1,DSM 40125,Scaffold,correct name,Yes,28,GCF_001513985.1 | Streptomyces griseorubiginosus DSM 40125 - ST 386,3,55,77
387,GCF_001514045.1,Streptomyces canus,1,DSM 40275,Scaffold,correct name,Yes,24,GCF_001514045.1 | Streptomyces canus DSM 40275 - ST 387,2,48,70
388,GCF_001514055.1,Streptomyces corchorusii,1,DSM 40340,Scaffold,correct name,Yes,84,GCF_001514055.1 | Streptomyces corchorusii DSM 40340 - ST 388,1,111,150
389,GCF_001514145.1,Streptomyces canus,1,DSM 40017,Scaffold,correct name,Yes,24,GCF_001514145.1 | Streptomyces canus DSM 40017 - ST 389,1,48,70
390,GCF_001514235.1,Streptomyces caeruleatus,1,NRRL B-24802,Scaffold,correct name,Yes,193,GCF_001514235.1 | Streptomyces caeruleatus NRRL B-24802 - ST 390,0,168,214
391,GCF_001531145.1,Streptomyces sp.,1,IMTB 1903,Scaffold,not validly described,No,53,GCF_001531145.1 | Streptomyces sp. IMTB 1903 - ST 391,1,84,119
392,GCF_001550215.1,Streptomyces scabiei,5,85-08,Contig,correct name,No,11,GCF_001550215.1 | Streptomyces scabiei 85-08 - ST 392,2,9,18
393,GCF_017968935.1,Streptomyces sp.,3,LBUM 1488,Contig,not validly described,No,11,GCF_017968935.1 | Streptomyces sp. LBUM 1488 - ST 393,3,9,18
393,GCF_003584815.1,Streptomyces scabiei,1,ST129,Contig,correct name,No,11,GCF_003584815.1 | Streptomyces scabiei ST129 - ST 393,3,9,18
393,GCF_001550225.1,Streptomyces scabiei,6,95-18,Contig,correct name,No,11,GCF_001550225.1 | Streptomyces scabiei 95-18 - ST 393,3,9,18
393,GCF_017969045.1,Streptomyces sp.,4,LBUM 1477,Contig,not validly described,No,11,GCF_017969045.1 | Streptomyces sp. LBUM 1477 - ST 393,3,9,18
393,GCF_017933255.1,Streptomyces sp.,3,LBUM 1475,Complete Genome,not validly described,No,11,GCF_017933255.1 | Streptomyces sp. LBUM 1475 - ST 393,3,9,18
393,GCF_017968905.1,Streptomyces sp.,2,LBUM 1487,Contig,not validly described,No,11,GCF_017968905.1 | Streptomyces sp. LBUM 1487 - ST 393,3,9,18
393,GCF_017933115.1,Streptomyces sp.,3,LBUM 1482,Complete Genome,not validly described,No,11,GCF_017933115.1 | Streptomyces sp. LBUM 1482 - ST 393,3,9,18
394,GCF_001550295.1,Streptomyces scabiei,6,96-15,Contig,correct name,No,11,GCF_001550295.1 | Streptomyces scabiei 96-15 - ST 394,1,9,18
395,GCF_001572115.1,Streptomyces scabiei,6,84-232,Contig,correct name,No,11,GCF_001572115.1 | Streptomyces scabiei 84-232 - ST 395,2,9,18
396,GCF_001579685.1,Streptomyces scabiei,6,96-06,Contig,correct name,No,11,GCF_001579685.1 | Streptomyces scabiei 96-06 - ST 396,1,9,18
397,GCF_002943895.1,Streptomyces sp.,1,WAC00288,Complete Genome,not validly described,No,54,GCF_002943895.1 | Streptomyces sp. WAC00288 - ST 397,2,85,120
397,GCF_001592685.1,Streptomyces sp.,1,WAC04657,Contig,not validly described,No,54,GCF_001592685.1 | Streptomyces sp. WAC04657 - ST 397,2,85,120
398,GCF_001598115.1,Streptomyces sp.,5,AgN23,Complete Genome,not validly described,No,5,GCF_001598115.1 | Streptomyces sp. AgN23 - ST 398,1,79,113
399,GCF_001632865.1,Streptomyces ambofaciens,6,DSM 40697,Complete Genome,correct name,No,81,GCF_001632865.1 | Streptomyces ambofaciens DSM 40697 - ST 399,1,108,147
400,GCF_001640565.1,Streptomyces sp.,1,RTd22,Scaffold,not validly described,No,194,GCF_001640565.1 | Streptomyces sp. RTd22 - ST 400,0,35,50
400,GCF_001650215.1,Streptomyces sp.,5,RTd22,Complete Genome,not validly described,No,194,GCF_001650215.1 | Streptomyces sp. RTd22 - ST 400,0,35,50
401,GCF_001652895.1,Streptomyces sp.,1,NBRC 109436,Scaffold,not validly described,No,16,GCF_001652895.1 | Streptomyces sp. NBRC 109436 - ST 401,1,24,39
402,GCF_003344445.1,Streptomyces lincolnensis,1,LC-G,Complete Genome,correct name,No,195,GCF_003344445.1 | Streptomyces lincolnensis LC-G - ST 402,0,36,51
402,GCF_001685355.1,Streptomyces lincolnensis,1,NRRL 2936,Complete Genome,correct name,Yes,195,GCF_001685355.1 | Streptomyces lincolnensis NRRL 2936 - ST 402,0,36,51
402,GCF_014083905.1,Streptomyces lincolnensis,1,B48,Complete Genome,correct name,No,195,GCF_014083905.1 | Streptomyces lincolnensis B48 - ST 402,0,36,51
403,GCF_001705785.1,Streptomyces hygroscopicus,1,OsiSh-2,Scaffold,correct name,No,16,GCF_001705785.1 | Streptomyces hygroscopicus OsiSh-2 - ST 403,1,24,39
404,GCF_001723075.1,Streptomyces niveus,1,NRRL 2449,Scaffold,correct name,Yes,196,GCF_001723075.1 | Streptomyces niveus NRRL 2449 - ST 404,0,169,215
405,GCF_001729485.1,Streptomyces lydicus,7,103,Complete Genome,correct name,No,22,GCF_001729485.1 | Streptomyces lydicus 103 - ST 405,1,44,65
406,GCF_001735805.1,Streptomyces fodineus,5,TW1S1,Complete Genome,correct name,Yes,197,GCF_001735805.1 | Streptomyces fodineus TW1S1 - ST 406,0,170,216
407,GCF_001746295.1,Streptomyces sp.,1,LUP47b,Scaffold,not validly described,No,24,GCF_001746295.1 | Streptomyces sp. LUP47b - ST 407,1,48,70
408,GCF_001746305.1,Streptomyces sp.,1,EN23,Contig,not validly described,No,2,GCF_001746305.1 | Streptomyces sp. EN23 - ST 408,2,37,55
409,GCF_001746425.1,Streptomyces subrutilus,3,10-1-1,Contig,correct name,No,9,GCF_001746425.1 | Streptomyces subrutilus 10-1-1 - ST 409,1,117,160
410,GCF_001751305.1,Streptomyces nanshensis,2,SCSIO M10372,Scaffold,correct name,No,2,GCF_001751305.1 | Streptomyces nanshensis SCSIO M10372 - ST 410,3,37,56
411,GCF_001865795.1,Streptomyces albidoflavus,1,OsiLf-2,Scaffold,correct name,No,3,GCF_001865795.1 | Streptomyces albidoflavus OsiLf-2 - ST 411,1,57,79
412,GCF_001866665.1,Streptomyces monashensis,1,MUSC 1,Contig,no record in LPSN entry,No,198,GCF_001866665.1 | Streptomyces monashensis MUSC 1 - ST 412,0,171,217
413,GCF_001866675.1,Streptomyces sp.,1,MUSC 14,Contig,not validly described,No,199,GCF_001866675.1 | Streptomyces sp. MUSC 14 - ST 413,0,172,218
414,GCF_001905005.1,Streptomyces sp.,1,CB02923,Scaffold,not validly described,No,200,GCF_001905005.1 | Streptomyces sp. CB02923 - ST 414,0,173,219
415,GCF_001905385.1,Streptomyces sp.,1,CB02414,Scaffold,not validly described,No,4,GCF_001905385.1 | Streptomyces sp. CB02414 - ST 415,2,68,97
416,GCF_001905405.1,Streptomyces sp.,1,TSRI0445,Scaffold,not validly described,No,2,GCF_001905405.1 | Streptomyces sp. TSRI0445 - ST 416,1,37,52
417,GCF_014495705.1,Streptomyces sp.,1,CB00271,Complete Genome,not validly described,No,1,GCF_014495705.1 | Streptomyces sp. CB00271 - ST 417,1,1,2
417,GCF_001905485.1,Streptomyces sp.,1,TSRI0261,Scaffold,not validly described,No,1,GCF_001905485.1 | Streptomyces sp. TSRI0261 - ST 417,1,1,2
418,GCF_001905505.1,Streptomyces sp.,1,CB02058,Scaffold,not validly described,No,36,GCF_001905505.1 | Streptomyces sp. CB02058 - ST 418,2,64,89
419,GCF_001905525.1,Streptomyces sp.,1,TSRI0395,Scaffold,not validly described,No,1,GCF_001905525.1 | Streptomyces sp. TSRI0395 - ST 419,1,1,2
420,GCF_001905575.1,Streptomyces sp.,1,CB00072,Scaffold,not validly described,No,1,GCF_001905575.1 | Streptomyces sp. CB00072 - ST 420,1,1,2
421,GCF_001905645.1,Streptomyces sp.,1,CB02115,Scaffold,not validly described,No,1,GCF_001905645.1 | Streptomyces sp. CB02115 - ST 421,1,1,2
422,GCF_001905785.1,Streptomyces sp.,1,CB02130,Scaffold,not validly described,No,2,GCF_001905785.1 | Streptomyces sp. CB02130 - ST 422,1,37,52
423,GCF_001905825.1,Streptomyces sp.,1,CB02009,Scaffold,not validly described,No,34,GCF_001905825.1 | Streptomyces sp. CB02009 - ST 423,3,62,86
424,GCF_001905855.1,Streptomyces sp.,1,CB01883,Scaffold,not validly described,No,85,GCF_001905855.1 | Streptomyces sp. CB01883 - ST 424,1,112,151
425,GCF_001905905.1,Streptomyces sp.,1,CB02366,Scaffold,not validly described,No,201,GCF_001905905.1 | Streptomyces sp. CB02366 - ST 425,0,174,220
426,GCF_001941845.1,Streptomyces sp.,5,TN58,Complete Genome,not validly described,No,47,GCF_001941845.1 | Streptomyces sp. TN58 - ST 426,1,76,109
427,GCF_001953875.1,Streptomyces amritsarensis,1,MTCC 11845,Scaffold,correct name,Yes,53,GCF_001953875.1 | Streptomyces amritsarensis MTCC 11845 - ST 427,2,84,119
428,GCF_001984445.1,Streptomyces lydicus,6,23,Complete Genome,correct name,No,22,GCF_001984445.1 | Streptomyces lydicus 23 - ST 428,1,44,65
429,GCF_002005565.1,Streptomyces sp.,1,JHA26,Contig,not validly described,No,202,GCF_002005565.1 | Streptomyces sp. JHA26 - ST 429,0,175,221
430,GCF_002021875.1,Streptomyces hygroscopicus,5,XM201,Complete Genome,correct name,No,55,GCF_002021875.1 | Streptomyces hygroscopicus XM201 - ST 430,2,86,121
431,GCF_002028385.1,Streptomyces sp.,6,3,Complete Genome,not validly described,No,9,GCF_002028385.1 | Streptomyces sp. 3 - ST 431,1,117,156
432,GCF_002028425.1,Streptomyces katrae,3,4,Chromosome,correct name,No,86,GCF_002028425.1 | Streptomyces katrae 4 - ST 432,1,113,152
432,GCF_003814735.1,Streptomyces sp.,4,Ag109_G2-6,Contig,not validly described,No,86,GCF_003814735.1 | Streptomyces sp. Ag109_G2-6 - ST 432,1,113,152
433,GCF_002080455.1,Streptomyces sp.,7,Sge12,Complete Genome,not validly described,No,9,GCF_002080455.1 | Streptomyces sp. Sge12 - ST 433,1,117,156
434,GCF_002082175.1,Streptomyces violaceoruber,6,S21,Complete Genome,correct name,No,7,GCF_002082175.1 | Streptomyces violaceoruber S21 - ST 434,1,96,133
435,GCF_002090335.1,Streptomyces sp.,5,MOE7,Complete Genome,not validly described,No,22,GCF_002090335.1 | Streptomyces sp. MOE7 - ST 435,1,44,65
436,GCF_002094995.1,Streptomyces sp.,3,S8,Complete Genome,not validly described,No,33,GCF_002094995.1 | Streptomyces sp. S8 - ST 436,2,61,84
437,GCF_002150735.1,Streptomyces africanus,1,NRRL B-24243,Scaffold,correct name,Yes,203,GCF_002150735.1 | Streptomyces africanus NRRL B-24243 - ST 437,0,176,222
438,GCF_002154555.1,Streptomyces murinus,1,NRRL B-2286,Scaffold,correct name,Yes,6,GCF_002154555.1 | Streptomyces murinus NRRL B-2286 - ST 438,3,90,127
439,GCF_002156055.1,Streptomyces viridochromogenes,1,NRRL B-24167,Scaffold,correct name,No,204,GCF_002156055.1 | Streptomyces viridochromogenes NRRL B-24167 - ST 439,0,177,223
440,GCF_002188335.1,Streptomyces sp.,11,CS159,Scaffold,not validly described,No,18,GCF_002188335.1 | Streptomyces sp. CS159 - ST 440,4,30,45
441,GCF_002188345.1,Streptomyces sp.,10,CS057,Scaffold,not validly described,No,1,GCF_002188345.1 | Streptomyces sp. CS057 - ST 441,3,1,2
442,GCF_002217715.1,Streptomyces sp.,5,SS07,Scaffold,not validly described,No,2,GCF_002217715.1 | Streptomyces sp. SS07 - ST 442,4,37,52
443,GCF_002224125.2,Streptomyces sp.,1,NBS 14/10,Scaffold,not validly described,No,205,GCF_002224125.2 | Streptomyces sp. NBS 14/10 - ST 443,0,178,224
444,GCF_002242805.1,Streptomyces diastatochromogenes,1,DSM 40608,Scaffold,correct name,No,87,GCF_002242805.1 | Streptomyces diastatochromogenes DSM 40608 - ST 444,1,114,153
445,GCF_002251155.1,Streptomyces sp.,1,FBKL.4005,Contig,not validly described,No,45,GCF_002251155.1 | Streptomyces sp. FBKL.4005 - ST 445,1,75,108
446,GCF_002261115.1,Streptomyces kasugaensis,4,BCRC 12349,Scaffold,correct name,Yes,30,GCF_002261115.1 | Streptomyces kasugaensis BCRC 12349 - ST 446,1,58,80
447,GCF_002289335.1,Streptomyces albidoflavus,1,132,Contig,correct name,No,3,GCF_002289335.1 | Streptomyces albidoflavus 132 - ST 447,1,57,79
447,GCF_002317005.1,Streptomyces albidoflavus,1,38,Contig,correct name,No,3,GCF_002317005.1 | Streptomyces albidoflavus 38 - ST 447,1,57,79
447,GCF_002317025.1,Streptomyces albidoflavus,1,138,Contig,correct name,No,3,GCF_002317025.1 | Streptomyces albidoflavus 138 - ST 447,1,57,79
447,GCF_013363555.1,Streptomyces fungicidicus,1,CAI-93,Contig,no record in LPSN entry,No,3,GCF_013363555.1 | Streptomyces fungicidicus CAI-93 - ST 447,1,57,79
448,GCF_002382885.1,Streptomyces sp.,1,WZ.A104,Contig,not validly described,No,206,GCF_002382885.1 | Streptomyces sp. WZ.A104 - ST 448,0,179,225
449,GCF_002551015.1,Streptomyces sp.,1,wa1071,Contig,not validly described,No,1,GCF_002551015.1 | Streptomyces sp. wa1071 - ST 449,2,1,2
449,GCF_002551055.1,Streptomyces sp.,1,wa1002,Contig,not validly described,No,1,GCF_002551055.1 | Streptomyces sp. wa1002 - ST 449,2,1,2
