ST,accession,organism,16S_copies,strain,assembly_status,status_tax,Type_Strain,pyani_group_ID,pyani_genus_ID,pyani_species_ID,completeness,contamination,strain_heterogeneity,total_genes,total_cds,GC_content,genome_size
346,GCF_001040905.1,Streptomyces sp.,1,PBH53,Chromosome,not validly described,No,45,75,108,99.62,1.67,62.5,8059,0,72.72858964623416,9153597
347,GCF_001047315.1,Streptomyces leeuwenhoekii,1,C58,Contig,correct name,No,48,77,110,99.14,0.0,0.0,6306,0,72.83662071080525,6876961
348,GCF_001187435.1,Streptomyces caatingaensis,6,CMAA 1322,Contig,no record in LPSN entry,No,189,166,212,98.31,3.26,21.05,6154,0,73.2561104577597,7055077
349,GCF_001189025.1,Streptomyces europaeiscabiei,1,NCPPB 4064,Scaffold,correct name,No,1,1,2,98.77,0.0,0.0,7574,0,71.61925450542682,8624932
350,GCF_001267885.1,Streptomyces ambofaciens,5,ATCC 23877,Complete Genome,correct name,Yes,81,108,147,100.0,0.5,0.0,7486,0,72.18785078818404,8393598
351,GCF_001270565.1,Streptomyces virginiae,1,NRRL B-1447,Contig,correct name,No,9,117,156,99.49,2.16,0.0,7863,0,71.61977188253962,8614071
352,GCF_001279345.1,Streptomyces rimosus,1,NRRL WC-3896,Contig,correct name,No,8,105,142,100.0,2.57,0.0,8451,0,71.86232744257332,9518353
353,GCF_001279365.1,Streptomyces sp.,1,NRRL F-5755,Contig,not validly described,No,8,105,142,99.64,2.48,0.0,8169,0,71.97014160267081,9273907
354,GCF_001279425.1,Streptomyces sp.,1,NRRL F-2295,Contig,not validly described,No,7,96,133,99.93,0.47,0.0,6767,0,72.70793044147811,7844330
355,GCF_001279445.1,Streptomyces sp.,1,WM6349,Contig,not validly described,No,10,4,12,99.58,1.11,0.0,6991,0,72.32030588838023,7608527
355,GCF_001279485.1,Streptomyces sp.,1,XY511,Contig,not validly described,No,10,4,12,99.58,0.75,0.0,7378,0,72.38782494114841,8052035
355,GCF_001279845.1,Streptomyces sp.,1,XY533,Contig,not validly described,No,10,4,12,99.58,0.75,0.0,7586,0,72.42720391119221,8278192
355,GCF_001279885.1,Streptomyces sp.,1,XY593,Contig,not validly described,No,10,4,12,99.58,0.75,0.0,7570,0,72.4417702385274,8330448
355,GCF_001279925.1,Streptomyces sp.,1,H036,Contig,not validly described,No,10,4,12,99.58,1.11,0.0,7874,0,72.33264482148351,8621977
355,GCF_014217585.1,Streptomyces sp.,7,INR7,Complete Genome,not validly described,No,10,4,12,99.58,0.75,0.0,7479,0,72.38888930284251,8320846
356,GCF_001279455.1,Streptomyces sp.,1,XY152,Contig,not validly described,No,77,102,139,99.89,0.14,0.0,7444,0,72.4334001337305,8224003
357,GCF_001279495.1,Streptomyces sp.,1,H021,Contig,not validly described,No,10,4,12,99.58,1.28,0.0,7320,0,72.46377117185615,8062295
358,GCF_001279625.1,Streptomyces sp.,1,WM6368,Contig,not validly described,No,9,117,156,99.49,1.46,0.0,7489,0,72.22537581305416,8212860
359,GCF_001279685.1,Streptomyces sp.,1,WM6373,Contig,not validly described,No,10,4,12,99.58,1.63,0.0,7580,0,72.38865594818287,8269391
360,GCF_001279735.1,Streptomyces sp.,1,MMG1522,Contig,not validly described,No,7,96,133,99.93,0.56,0.0,6965,0,72.61004169349886,7953758
361,GCF_001279765.1,Streptomyces sp.,1,XY413,Contig,not validly described,No,10,4,12,99.58,1.63,12.5,7801,0,72.27947661267895,8565282
362,GCF_001279815.1,Streptomyces sp.,1,XY37,Contig,not validly described,No,10,4,12,99.58,1.99,0.0,7374,0,72.44279708334457,8149060
362,GCF_001279855.1,Streptomyces sp.,1,XY58,Contig,not validly described,No,10,4,12,99.4,1.99,0.0,7384,0,72.4410774658889,8142216
362,GCF_001279965.1,Streptomyces sp.,1,MMG1064,Contig,not validly described,No,10,4,12,99.58,1.99,0.0,7354,0,72.45284198098989,8128098
363,GCF_001279905.1,Streptomyces sp.,1,XY66,Contig,not validly described,No,10,4,12,99.58,1.05,0.0,7785,0,72.32645925694614,8531037
364,GCF_001279935.1,Streptomyces sp.,1,IGB124,Contig,not validly described,No,10,4,12,99.58,1.28,0.0,7672,0,72.3368823699082,8431584
365,GCF_001282115.1,Streptomyces sp.,1,NRRL B-24085,Contig,not validly described,No,190,33,48,99.57,1.07,25.0,8395,0,71.31126105913805,8963402
365,GCF_002156095.1,Streptomyces sp.,1,NRRL B-24085,Scaffold,not validly described,No,190,33,48,99.57,0.79,25.0,8343,0,71.24939741340447,8830681
366,GCF_001294345.1,Streptomyces sp.,1,NRRL S-4,Contig,not validly described,No,42,72,105,99.49,0.91,0.0,6542,0,70.63960082111876,7384559
367,GCF_001417695.1,Streptomyces sp.,1,JHA19,Contig,not validly described,No,35,63,88,100.0,0.41,0.0,7007,0,71.94899002655029,7708767
368,GCF_001418135.1,Streptomyces aureus,1,NRRL B-2808,Scaffold,correct name,No,20,41,62,97.89,0.53,0.0,7377,0,71.82357466484632,7926662
369,GCF_001418175.1,Streptomyces hirsutus,1,NRRL B-3040,Scaffold,correct name,Yes,82,109,148,97.93,0.54,16.67,7793,0,71.10698629264331,8335451
370,GCF_001418395.1,Streptomyces prasinopilosus,1,NRRL B-24621,Scaffold,correct name,No,83,110,149,95.78,1.97,12.5,6015,0,72.60487225359155,6441003
371,GCF_001418415.1,Streptomyces hirsutus,1,NRRL B-2713,Scaffold,correct name,Yes,82,109,148,96.66,1.27,12.5,7937,0,70.99541668954188,8506297
372,GCF_001418625.1,Streptomyces luridiscabiei,1,NRRL B-24455,Scaffold,synonym,No,1,1,5,98.32,0.28,66.67,7353,0,71.34591324854853,7921781
373,GCF_001419695.1,Streptomyces prasinopilosus,1,NRRL B-2711,Scaffold,correct name,Yes,83,110,149,93.42,2.72,45.45,6119,0,72.59518008264095,6416915
374,GCF_001419705.1,Streptomyces prasinus,1,NRRL B-2712,Scaffold,correct name,Yes,191,167,213,93.99,0.21,50.0,6625,0,72.06462172629973,7433599
375,GCF_001425805.1,Streptomyces sp.,1,Root369,Scaffold,not validly described,No,24,48,70,100.0,0.54,0.0,9796,0,70.30466935369074,10741251
376,GCF_001426325.1,Streptomyces sp.,1,Root1295,Scaffold,not validly described,No,1,1,2,98.96,0.25,0.0,8140,0,71.42461967347413,9196637
376,GCF_001427565.1,Streptomyces sp.,1,Root63,Scaffold,not validly described,No,1,1,2,99.84,0.25,0.0,8165,0,71.51605667934113,9213798
377,GCF_001431765.1,Streptomyces sp.,5,FR-008,Complete Genome,not validly described,No,3,57,79,99.36,0.57,0.0,6309,0,73.32371548151282,7258031
377,GCF_009846825.1,Streptomyces sp.,1,FR-008,Scaffold,not validly described,No,3,57,79,99.89,0.57,0.0,6317,0,73.38187745877129,7235067
378,GCF_001434355.1,Streptomyces anulatus,6,ATCC 11523,Chromosome,correct name,Yes,1,1,2,99.84,0.0,0.0,7734,0,71.7243872234859,8847108
379,GCF_001445655.1,Streptomyces roseifaciens,3,MBT76,Scaffold,correct name,Yes,27,54,76,99.14,2.23,8.33,7468,0,72.13365631804604,8639831
380,GCF_001469455.2,Streptomyces sp.,1,AVP053U2,Scaffold,not validly described,No,79,104,141,100.0,1.18,16.67,6775,0,71.85148059448281,7759417
381,GCF_001485125.1,Streptomyces scabiei,1,S58,Scaffold,correct name,No,11,9,18,100.0,0.86,0.0,8777,0,71.53844684810325,10001327
382,GCF_001509565.1,Streptomyces albidoflavus,1,NRRL WC-3066,Contig,correct name,No,3,57,79,99.89,0.57,0.0,6325,0,73.41201720339168,7151148
383,GCF_001509775.1,Streptomyces violaceusniger,1,NRRL F-8817,Contig,correct name,No,5,79,113,100.0,1.58,0.0,9265,0,70.96844907271088,10460168
384,GCF_001509795.1,Streptomyces sp.,1,NRRL WC-3605,Contig,not validly described,No,192,34,49,100.0,0.27,0.0,6990,0,72.16649594777202,7584593
384,GCF_001509785.1,Streptomyces sp.,1,NRRL WC-3604,Contig,not validly described,No,192,34,49,100.0,0.27,0.0,6983,0,72.16773417019809,7585455
385,GCF_001513975.1,Streptomyces curacoi,1,DSM 40107,Scaffold,correct name,Yes,51,82,116,100.0,1.56,0.0,7474,0,70.90036207915387,8412249
386,GCF_001513985.1,Streptomyces griseorubiginosus,1,DSM 40125,Scaffold,correct name,Yes,28,55,77,100.0,0.43,0.0,8483,0,70.88643545733457,9555958
387,GCF_001514045.1,Streptomyces canus,1,DSM 40275,Scaffold,correct name,Yes,24,48,70,100.0,0.43,0.0,8893,0,70.02598098642012,9844122
388,GCF_001514055.1,Streptomyces corchorusii,1,DSM 40340,Scaffold,correct name,Yes,84,111,150,99.46,1.39,14.29,9179,0,71.85905452489814,10309547
389,GCF_001514145.1,Streptomyces canus,1,DSM 40017,Scaffold,correct name,Yes,24,48,70,99.5,0.43,0.0,10471,0,70.07729747579955,11570753
390,GCF_001514235.1,Streptomyces caeruleatus,1,NRRL B-24802,Scaffold,correct name,Yes,193,168,214,100.0,1.61,20.0,9039,0,70.63396853115424,10290495
391,GCF_001531145.1,Streptomyces sp.,1,IMTB 1903,Scaffold,not validly described,No,53,84,119,99.58,0.74,0.0,7080,0,72.58628892587483,7846227
392,GCF_001550215.1,Streptomyces scabiei,5,85-08,Contig,correct name,No,11,9,18,100.0,1.35,75.0,9618,0,71.29304624047951,9978746
393,GCF_017968935.1,Streptomyces sp.,3,LBUM 1488,Contig,not validly described,No,11,9,18,98.93,0.21,0.0,8600,0,71.46863080906117,9977688
393,GCF_003584815.1,Streptomyces scabiei,1,ST129,Contig,correct name,No,11,9,18,98.64,1.23,0.0,9375,0,71.26461444696405,9815031
393,GCF_001550225.1,Streptomyces scabiei,6,95-18,Contig,correct name,No,11,9,18,99.14,1.38,0.0,10456,0,71.18800291579377,10489082
393,GCF_017969045.1,Streptomyces sp.,4,LBUM 1477,Contig,not validly described,No,11,9,18,99.08,0.0,0.0,8500,0,71.56388786605463,9765892
393,GCF_017933255.1,Streptomyces sp.,3,LBUM 1475,Complete Genome,not validly described,No,11,9,18,99.79,0.0,0.0,8434,0,71.57849268900513,9741971
393,GCF_017968905.1,Streptomyces sp.,2,LBUM 1487,Contig,not validly described,No,11,9,18,99.57,0.0,0.0,8680,0,71.51913799255891,9965204
393,GCF_017933115.1,Streptomyces sp.,3,LBUM 1482,Complete Genome,not validly described,No,11,9,18,98.93,0.0,0.0,8490,0,71.55562688507129,9782455
394,GCF_001550295.1,Streptomyces scabiei,6,96-15,Contig,correct name,No,11,9,18,100.0,2.85,50.0,8885,0,71.21222540434702,9219556
395,GCF_001572115.1,Streptomyces scabiei,6,84-232,Contig,correct name,No,11,9,18,99.57,1.13,25.0,9470,0,71.27655863278565,9832255
396,GCF_001579685.1,Streptomyces scabiei,6,96-06,Contig,correct name,No,11,9,18,91.78,1.72,50.0,8585,0,70.94065327512543,9023059
397,GCF_002943895.1,Streptomyces sp.,1,WAC00288,Complete Genome,not validly described,No,54,85,120,99.93,0.86,25.0,7047,0,72.73224949028119,7852859
397,GCF_001592685.1,Streptomyces sp.,1,WAC04657,Contig,not validly described,No,54,85,120,99.72,0.86,25.0,6965,0,72.76826131988796,7761583
398,GCF_001598115.1,Streptomyces sp.,5,AgN23,Complete Genome,not validly described,No,5,79,113,100.0,1.84,0.0,9310,0,70.86889186672596,10858739
399,GCF_001632865.1,Streptomyces ambofaciens,6,DSM 40697,Complete Genome,correct name,No,81,108,147,100.0,0.64,0.0,7167,0,72.32656285251828,8137876
400,GCF_001640565.1,Streptomyces sp.,1,RTd22,Scaffold,not validly described,No,194,35,50,100.0,1.84,0.0,9625,0,71.26883552336078,11185248
400,GCF_001650215.1,Streptomyces sp.,5,RTd22,Complete Genome,not validly described,No,194,35,50,99.47,1.32,0.0,9578,0,71.27920465075579,11142275
401,GCF_001652895.1,Streptomyces sp.,1,NBRC 109436,Scaffold,not validly described,No,16,24,39,100.0,1.93,0.0,8124,0,71.87308271254555,9888645
402,GCF_003344445.1,Streptomyces lincolnensis,1,LC-G,Complete Genome,correct name,No,195,36,51,99.64,0.14,0.0,8496,0,71.06319065989169,9513637
402,GCF_001685355.1,Streptomyces lincolnensis,1,NRRL 2936,Complete Genome,correct name,Yes,195,36,51,99.75,0.57,0.0,9192,0,71.01042401755045,10319054
402,GCF_014083905.1,Streptomyces lincolnensis,1,B48,Complete Genome,correct name,No,195,36,51,99.64,0.14,0.0,8948,0,71.0319827242894,10008966
403,GCF_001705785.1,Streptomyces hygroscopicus,1,OsiSh-2,Scaffold,correct name,No,16,24,39,100.0,3.16,25.0,8385,0,72.06413157092611,10242506
404,GCF_001723075.1,Streptomyces niveus,1,NRRL 2449,Scaffold,correct name,Yes,196,169,215,94.61,0.87,33.33,8030,0,70.61759337924663,8139255
405,GCF_001729485.1,Streptomyces lydicus,7,103,Complete Genome,correct name,No,22,44,65,99.91,2.02,0.0,7264,0,72.21860967642306,8201357
406,GCF_001735805.1,Streptomyces fodineus,5,TW1S1,Complete Genome,correct name,Yes,197,170,216,100.0,0.34,0.0,8623,0,71.08880262065536,9698948
407,GCF_001746295.1,Streptomyces sp.,1,LUP47b,Scaffold,not validly described,No,24,48,70,100.0,0.21,0.0,9992,0,70.2789487786098,10998901
408,GCF_001746305.1,Streptomyces sp.,1,EN23,Contig,not validly described,No,2,37,55,99.84,0.0,0.0,6779,0,71.58706601368708,7438109
409,GCF_001746425.1,Streptomyces subrutilus,3,10-1-1,Contig,correct name,No,9,117,160,99.49,1.31,0.0,7268,0,72.10929117028407,8093975
410,GCF_001751305.1,Streptomyces nanshensis,2,SCSIO M10372,Scaffold,correct name,No,2,37,56,97.99,6.91,72.22,9152,0,68.51774886768027,10271613
411,GCF_001865795.1,Streptomyces albidoflavus,1,OsiLf-2,Scaffold,correct name,No,3,57,79,99.89,0.57,0.0,6054,0,73.42955970437045,6952079
412,GCF_001866665.1,Streptomyces monashensis,1,MUSC 1,Contig,no record in LPSN entry,No,198,171,217,99.89,1.41,0.0,9302,0,71.50485862455224,10254857
413,GCF_001866675.1,Streptomyces sp.,1,MUSC 14,Contig,not validly described,No,199,172,218,100.0,1.41,0.0,9462,0,71.29846980362196,10274825
414,GCF_001905005.1,Streptomyces sp.,1,CB02923,Scaffold,not validly described,No,200,173,219,99.64,2.53,0.0,8078,0,71.90923884075247,9573831
415,GCF_001905385.1,Streptomyces sp.,1,CB02414,Scaffold,not validly described,No,4,68,97,100.0,0.57,0.0,7250,0,72.01671510900026,7987504
416,GCF_001905405.1,Streptomyces sp.,1,TSRI0445,Scaffold,not validly described,No,2,37,52,99.84,0.35,0.0,6923,0,71.54969152581464,7769856
417,GCF_014495705.1,Streptomyces sp.,1,CB00271,Complete Genome,not validly described,No,1,1,2,99.84,0.35,0.0,7138,0,71.60430775421752,8309852
417,GCF_001905485.1,Streptomyces sp.,1,TSRI0261,Scaffold,not validly described,No,1,1,2,99.72,0.35,0.0,7449,0,71.58989939588616,8668234
418,GCF_001905505.1,Streptomyces sp.,1,CB02058,Scaffold,not validly described,No,36,64,89,99.84,0.67,0.0,7242,0,71.24872686112982,8308206
419,GCF_001905525.1,Streptomyces sp.,1,TSRI0395,Scaffold,not validly described,No,1,1,2,99.84,0.0,0.0,7579,0,71.72969592466171,8658545
420,GCF_001905575.1,Streptomyces sp.,1,CB00072,Scaffold,not validly described,No,1,1,2,99.84,0.18,0.0,7792,0,71.41627723815567,8890378
421,GCF_001905645.1,Streptomyces sp.,1,CB02115,Scaffold,not validly described,No,1,1,2,99.84,0.35,0.0,7599,0,71.6884067034884,8690341
422,GCF_001905785.1,Streptomyces sp.,1,CB02130,Scaffold,not validly described,No,2,37,52,99.84,0.0,0.0,7276,0,71.59088645938726,8134270
423,GCF_001905825.1,Streptomyces sp.,1,CB02009,Scaffold,not validly described,No,34,62,86,99.14,1.96,11.11,8178,0,72.25481720407905,9201655
424,GCF_001905855.1,Streptomyces sp.,1,CB01883,Scaffold,not validly described,No,85,112,151,99.89,0.86,0.0,8024,0,72.14158284419638,8895089
425,GCF_001905905.1,Streptomyces sp.,1,CB02366,Scaffold,not validly described,No,201,174,220,99.93,0.33,0.0,6462,0,72.52618144735315,7369245
426,GCF_001941845.1,Streptomyces sp.,5,TN58,Complete Genome,not validly described,No,47,76,109,99.46,1.46,33.33,6857,0,72.2958130444768,7585034
427,GCF_001953875.1,Streptomyces amritsarensis,1,MTCC 11845,Scaffold,correct name,Yes,53,84,119,99.58,0.58,0.0,7076,0,72.58388095781491,7816792
428,GCF_001984445.1,Streptomyces lydicus,6,23,Complete Genome,correct name,No,22,44,65,99.91,2.61,0.0,7275,0,72.01482583357706,8243179
429,GCF_002005565.1,Streptomyces sp.,1,JHA26,Contig,not validly described,No,202,175,221,99.57,0.14,0.0,6593,0,72.53403555056444,7342837
430,GCF_002021875.1,Streptomyces hygroscopicus,5,XM201,Complete Genome,correct name,No,55,86,121,100.0,0.7,0.0,10197,0,70.75014058606178,12012215
431,GCF_002028385.1,Streptomyces sp.,6,3,Complete Genome,not validly described,No,9,117,156,99.49,1.81,0.0,8187,0,71.5039284676774,8991292
432,GCF_002028425.1,Streptomyces katrae,3,4,Chromosome,correct name,No,86,113,152,99.58,1.76,16.67,7175,0,72.72868322896561,8056450
432,GCF_003814735.1,Streptomyces sp.,4,Ag109_G2-6,Contig,not validly described,No,86,113,152,99.58,2.05,12.5,7274,0,72.65402570909555,8151123
433,GCF_002080455.1,Streptomyces sp.,7,Sge12,Complete Genome,not validly described,No,9,117,156,99.58,1.46,0.0,7279,0,72.17301149666774,8110698
434,GCF_002082175.1,Streptomyces violaceoruber,6,S21,Complete Genome,correct name,No,7,96,133,99.93,0.47,0.0,6837,0,72.6505344524949,7916045
435,GCF_002090335.1,Streptomyces sp.,5,MOE7,Complete Genome,not validly described,No,22,44,65,99.58,2.53,0.0,7341,0,71.99291053798503,8399509
436,GCF_002094995.1,Streptomyces sp.,3,S8,Complete Genome,not validly described,No,33,61,84,99.84,0.8,40.0,6506,0,72.28798094783069,7601864
437,GCF_002150735.1,Streptomyces africanus,1,NRRL B-24243,Scaffold,correct name,Yes,203,176,222,95.92,0.5,20.0,8668,0,71.15070149206248,9115570
438,GCF_002154555.1,Streptomyces murinus,1,NRRL B-2286,Scaffold,correct name,Yes,6,90,127,96.67,0.79,0.0,7528,0,71.68402399326375,7954566
439,GCF_002156055.1,Streptomyces viridochromogenes,1,NRRL B-24167,Scaffold,correct name,No,204,177,223,96.28,0.36,50.0,7029,0,72.09258720874736,7333324
440,GCF_002188335.1,Streptomyces sp.,11,CS159,Scaffold,not validly described,No,18,30,45,100.0,0.0,0.0,7491,0,72.16969174715156,8406443
441,GCF_002188345.1,Streptomyces sp.,10,CS057,Scaffold,not validly described,No,1,1,2,99.84,0.0,0.0,7089,0,71.73719708422517,8351125
442,GCF_002217715.1,Streptomyces sp.,5,SS07,Scaffold,not validly described,No,2,37,52,99.84,0.0,0.0,6871,0,71.6551220763166,7603850
443,GCF_002224125.2,Streptomyces sp.,1,NBS 14/10,Scaffold,not validly described,No,205,178,224,99.92,3.02,22.22,10459,0,70.77328045264795,12152137
444,GCF_002242805.1,Streptomyces diastatochromogenes,1,DSM 40608,Scaffold,correct name,No,87,114,153,100.0,0.11,0.0,9505,0,71.02562801020376,10520052
445,GCF_002251155.1,Streptomyces sp.,1,FBKL.4005,Contig,not validly described,No,45,75,108,99.83,1.03,75.0,8284,0,72.71767908392607,9441858
446,GCF_002261115.1,Streptomyces kasugaensis,4,BCRC 12349,Scaffold,correct name,Yes,30,58,80,99.64,3.9,0.0,7903,0,71.33268188532982,9262443
447,GCF_002289335.1,Streptomyces albidoflavus,1,132,Contig,correct name,No,3,57,79,98.71,1.22,75.0,6540,0,73.01389538030426,6797439
447,GCF_002317005.1,Streptomyces albidoflavus,1,38,Contig,correct name,No,3,57,79,99.68,1.0,50.0,6653,0,72.98959995991726,6985550
447,GCF_002317025.1,Streptomyces albidoflavus,1,138,Contig,correct name,No,3,57,79,98.82,0.43,100.0,6646,0,72.9991775631076,6978043
447,GCF_013363555.1,Streptomyces fungicidicus,1,CAI-93,Contig,no record in LPSN entry,No,3,57,79,99.89,0.14,0.0,6052,0,73.19297631265184,6842218
448,GCF_002382885.1,Streptomyces sp.,1,WZ.A104,Contig,not validly described,No,206,179,225,99.72,1.5,0.0,7373,0,71.18790627689877,8116078
449,GCF_002551015.1,Streptomyces sp.,1,wa1071,Contig,not validly described,No,1,1,2,99.84,1.14,16.67,8510,0,71.39113009128496,8738241
449,GCF_002551055.1,Streptomyces sp.,1,wa1002,Contig,not validly described,No,1,1,2,99.84,0.79,40.0,8052,0,71.47472258674608,8626931
450,GCF_002551045.1,Streptomyces sp.,1,wa1063,Contig,not validly described,No,1,1,2,99.49,1.03,40.0,8554,0,71.3868975221952,8841778
451,GCF_002551105.1,Streptomyces sp.,1,st170,Contig,not validly described,No,2,37,52,99.84,0.35,0.0,7644,0,71.422288181194,8080444
452,GCF_002551135.1,Streptomyces sp.,1,st140,Contig,not validly described,No,2,37,52,99.84,0.18,0.0,7444,0,71.5037818010235,7964327
453,GCF_002551145.1,Streptomyces sp.,1,st115,Contig,not validly described,No,1,1,6,99.84,0.12,0.0,7736,0,71.7512317437235,8345486
454,GCF_002551175.1,Streptomyces sp.,1,st77,Contig,not validly described,No,2,37,53,99.84,0.0,0.0,7399,0,71.54293541516054,8145921
455,GCF_002551225.1,Streptomyces sp.,1,rh206,Contig,not validly described,No,1,1,2,99.84,0.07,0.0,8140,0,71.48281614290494,8623355
456,GCF_002551305.1,Streptomyces sp.,1,or20,Contig,not validly described,No,1,1,2,99.84,0.0,0.0,8125,0,71.5423306937454,9079700
457,GCF_002551335.1,Streptomyces sp.,1,ms184,Contig,not validly described,No,2,37,52,99.72,0.39,50.0,7561,0,71.67958203053095,7855502
458,GCF_002551345.1,Streptomyces sp.,1,ms115,Contig,not validly described,No,2,37,52,99.84,0.26,50.0,6836,0,71.74041299508654,7498588
459,GCF_002551375.1,Streptomyces sp.,1,gb14,Contig,not validly described,No,2,37,52,99.84,0.18,0.0,7032,0,71.668142841601,7877341
460,GCF_002551415.1,Streptomyces sp.,1,f51,Contig,not validly described,No,2,37,52,99.84,0.18,0.0,7213,0,71.76843423247567,7715130
461,GCF_002551425.1,Streptomyces sp.,1,b94,Contig,not validly described,No,7,96,133,99.93,1.7,28.57,7672,0,72.55895963203291,8028544
462,GCF_002551435.1,Streptomyces sp.,1,f150,Contig,not validly described,No,2,37,52,99.84,0.37,0.0,7325,0,71.60025162266331,8056508
463,GCF_002551465.1,Streptomyces sp.,1,b84,Contig,not validly described,No,1,1,2,99.84,0.53,0.0,7691,0,71.48965594954595,8714623
464,GCF_002551475.1,Streptomyces sp.,1,b62,Contig,not validly described,No,2,37,52,99.84,0.53,0.0,7156,0,71.63459195666113,7818569
465,GCF_900090065.1,Streptomyces sp.,1,OspMP-M45,Scaffold,not validly described,No,2,38,54,99.84,0.7,0.0,6503,0,72.07831021978903,7407922
465,GCF_009863235.1,Streptomyces sp.,1,SID4925,Scaffold,not validly described,No,2,38,54,99.84,0.7,0.0,6504,0,72.07831021978903,7407922
465,GCF_002705695.1,Streptomyces sp.,1,OspMP-M45,Scaffold,not validly described,No,2,38,54,99.84,0.7,0.0,6498,0,72.07831021978903,7407922
466,GCF_900102245.1,Streptomyces sp.,6,KS_16,Contig,not validly described,No,23,47,69,99.88,0.93,0.0,7119,0,71.02831687355105,8068758
466,GCF_900105235.1,Streptomyces sp.,6,2133.1,Contig,not validly described,No,23,47,69,99.88,0.93,0.0,7194,0,70.9949068385624,8130510
466,GCF_900105775.1,Streptomyces sp.,4,2112.3,Contig,not validly described,No,23,47,69,100.0,1.05,0.0,7105,0,71.02169308319188,8080548
466,GCF_900187385.1,Streptomyces sp.,6,2114.4,Contig,not validly described,No,23,47,69,100.0,0.93,0.0,7122,0,71.0265375150324,8074230
467,GCF_002761895.1,Streptomyces sp.,1,JV178,Scaffold,not validly described,No,68,94,131,99.79,1.36,20.0,9594,0,71.05262045970098,10650097
468,GCF_002802945.1,Streptomyces sp.,1,TSRI0384-2,Scaffold,not validly described,No,25,51,73,99.89,0.21,0.0,5858,0,73.44165296923315,6937431
469,GCF_002803175.1,Streptomyces sp.,1,CB02613,Scaffold,not validly described,No,2,37,53,99.44,0.0,0.0,6508,0,71.65330241277375,7380634
470,GCF_002804165.1,Streptomyces cavourensis,1,1AS2a,Complete Genome,correct name,No,2,37,56,99.84,0.98,33.33,6490,0,72.1309260276496,7600475
471,GCF_002832675.1,Streptomyces sp.,4,S063,Complete Genome,not validly described,No,2,37,55,99.03,0.0,0.0,6805,0,71.4851819832815,7614683
472,GCF_002844215.1,Streptomyces sp.,1,EAG2,Contig,not validly described,No,3,57,79,99.89,0.14,0.0,6334,0,73.22874958079429,7174282
473,GCF_900215565.1,Streptomyces sp.,5,Ag109_G2-15,Contig,not validly described,No,87,114,153,99.89,0.21,0.0,9075,0,71.04533772798621,10184498
474,GCF_900105245.1,Streptomyces sp.,4,1222.5,Contig,not validly described,No,88,115,154,99.89,0.72,0.0,7976,0,71.92455527688543,8852362
474,GCF_002846455.1,Streptomyces sp.,4,5112.2,Contig,not validly described,No,88,115,154,99.89,0.72,0.0,7973,0,71.9244796967819,8852242
475,GCF_002891315.1,Streptomyces noursei,7,JCM 4701,Scaffold,correct name,No,89,116,155,99.79,1.8,0.0,8864,0,71.21444945088618,10123402
476,GCF_002891435.1,Streptomyces sp.,1,13K301,Contig,not validly described,Yes,207,180,226,99.25,1.39,0.0,8713,0,70.82800015627384,9035421
477,GCF_002899455.1,Streptomyces sp.,6,DH-12,Contig,not validly described,No,208,181,227,99.89,0.43,0.0,6595,0,72.79880945931232,7604612
478,GCF_002910775.2,Streptomyces sp.,5,SM18,Complete Genome,not validly described,No,2,38,54,99.84,0.8,0.0,6726,0,71.83798194145109,7703166
479,GCF_002910795.1,Streptomyces sp.,5,SM9,Scaffold,not validly described,No,3,57,79,97.0,0.79,0.0,6587,0,72.6193102599312,6450053
479,GCF_002910815.1,Streptomyces sp.,7,FM008,Scaffold,not validly described,No,3,57,79,96.35,0.79,0.0,6505,0,72.66060080601726,6479762
480,GCF_002910875.1,Streptomyces sp.,4,SM13,Scaffold,not validly described,No,1,1,6,99.84,0.21,0.0,7889,0,71.1873991474993,8436826
481,GCF_002910905.1,Streptomyces sp.,1,SM11,Scaffold,not validly described,No,1,1,7,99.31,1.06,0.0,7348,0,71.11775336959565,8000960
482,GCF_002910985.1,Streptomyces sp.,7,B188M101,Scaffold,not validly described,No,1,1,6,99.49,0.18,0.0,7594,0,71.56552294547623,8223974
482,GCF_002910935.1,Streptomyces sp.,7,B226SN101,Scaffold,not validly described,No,1,1,6,99.84,0.18,0.0,7588,0,71.62378984979205,8273663
483,GCF_002939385.1,Streptomyces sp.,1,MH60,Scaffold,not validly described,No,209,182,228,100.0,0.0,0.0,7532,0,72.1075480887608,8138908
484,GCF_002941025.1,Streptomyces sp.,6,QL37,Scaffold,not validly described,No,36,64,90,99.58,0.35,0.0,7859,0,70.87762482786731,8783195
485,GCF_003013745.1,Streptomyces sp.,1,111WW2,Scaffold,not validly described,No,13,12,21,100.0,0.0,0.0,8010,0,72.15960144670359,8593882
486,GCF_003024215.1,Streptomyces sp.,10,CS149,Scaffold,not validly described,No,2,37,53,99.14,0.18,0.0,6866,0,71.53273406272471,7775341
487,GCF_003041235.1,Streptomyces sp.,1,A244,Contig,not validly described,No,69,95,132,100.0,0.14,0.0,7799,0,71.45260306774082,8648123
488,GCF_003048205.2,Streptomyces chartreusis,4,WZS021,Contig,correct name,No,19,32,47,97.95,1.56,44.44,9136,0,70.6400342940736,10404130
489,GCF_003074055.1,Streptomyces nigra,6,452,Complete Genome,no record in LPSN entry,No,35,63,88,99.71,0.21,0.0,6947,0,71.91230395801404,7641029
